fname,summary
test_50, #Person2# 는 #Person1# 에게 프렌드십 호텔로 가는 택시를 예약합니다.                                                            
test_51, #Person1# 은 돈이 없어서 다른 버스를 타야 합니다. #Person2# 는 #Person1# 에게 환승 요금을 알려줍니다.                                                     
test_52, #Person2# 는 #Person1# 에게 #Person2# 의 회사 건물과 직원 식당에 대해 이야기합니다.                                                           
test_53, #Person1# 은 #Person2# 에게 루루와 빅이 헤어졌다고 말한다. #Person1# 는 그들이 사귀고 있다는 것조차 몰랐다.                                                  
test_54,  데이브 톰슨이 짐에게 전화를 걸어 짐이 아직 돌아오지 않았다고 말한다. 짐은 그에게 페인트만 사러 가자고 제안한다.                                                
test_55, #Person2# 는 #Person1# 에게 시청으로 가는 방법을 알려줍니다. #Person2# 가 #Person3# 에게서 세 블록을 걸어 2번가까지 가서 우회전하는 방법을 배웠습니다.                                          
test_56," #Person2# 는 #Person1# 에게 여권을 반납한 사람이 있는지 묻고, #Person2# 가 백화점에서 무엇을 사용했는지 확인하기 위해 분실물 신고서를 작성하라고 조언한다.                                         "
test_57,  나다니엘은 레아에게 전화를 걸어 콜린스 선생님에게 전화했지만 전화를 받지 못했습니다. 레아는 오늘 오후 리우 씨와 통화하고 싶어합니다.                                              
test_58, #Person2# 는 #Person1# 에게 사라는 딕 이외의 남자와 결혼하지 않겠다고 말했을 때 무서웠다고 말합니다.                                                    
test_59, #Person1# 과 파티에 참석한 #Person2# 는 #Person1# 에게 금발에 빨간 드레스를 입은 애가 좋다고 말한다. #Person3# 는 그녀에게 말을 걸어보라고 제안한다. 그들은 파티 분위기를 즐기기 위해 서둘러야 한다고 생각한다.                               
test_60,  잭은 #Person1# 에게 이번 학기 수업에 대해 이야기한다.                                                               
test_61, #Person1# 과 #Person2# 는 베이징의 날씨에 대해 이야기하고 있습니다. #Person1# 은 베이징에서 먼지가 더 이상 큰 문제가 되지 않을 것이라고 생각합니다.                                                
test_62, #Person1# 은 #Person2# 에게 오늘 밤에 공포 영화를 보자고 제안한다. #Person1# 는 추리 영화를 좋아하지 않지만 전쟁 영화는 좋아한다.                                                  
test_63,  아담은 #Person1# 에게 학교 구경 가는 것을 제안한다. 그들은 학교 남쪽에 있는 도서관과 수영장에 대해 이야기한다.                                                    
test_64, #Person1# 은 #Person2# 에게 아기가 곧 태어날 것이라고 말한다.                                            
test_65, #Person1# 과 #Person2# 는 존의 여자친구에 대해 이야기하고 있습니다.                                            
test_66," #Person2# 는 #Person1# 에게 소프트웨어에 페인팅 프로그램을 추가하는 것을 제안하고, 더 빠른 프로세서가 필요하며, CD-ROM 드라이브도 추가해야 한다고 말합니다.                      "
test_67, #Person1# 은 #Person2# 에게 중국에서의 업무 여행에 대해 이야기합니다. #Person1# 의 나이는 26살이고 콜롬비아 출신이며 스페인어를 구사합니다.                           
test_68, #Person1# 과 #Person2# 는 체중 증가에 대해 이야기하고 있습니다. #Person1# 은 운동 수업에 가보는 것을 제안합니다.                                  
test_69,  제임스 씨는 8인 룸을 원합니다. #Person1# 은 그에게 창가 테이블을 추천합니다.                                       
test_70," #Person2# 는 #Person1# 에게 #Person2# 의 공장 규모가 75,000 제곱미터라고 말합니다. 그들은 조립 라인부터 시작합니다.                                "
test_71,  레베카는 지역 신문사 요크 헤럴드에서의 첫 직장에 대해 #Person1# 에게 이야기합니다. #Person2# 의 남편은 런던에 본사를 둔 국가 신문사에서 자리를 찾을 수 있습니다.                    
test_72, #Person1# 과 그룹 발표를 위해 문구점에 가야 합니다. #Person2# 는 #Person1# 에게 먼저 쇼핑 목록을 만들어 보라고 제안합니다.                                
test_73,"  메리는 인력시장에 가서 많은 에너지를 소비하고 있다. #Person1# 은 메리에게 인터넷에서 일자리를 찾아보라고 제안하고, #Person2# 는 그것이 안전하다고 생각한다.                          "
test_74, #Person2# 는 #Person1# 에게 쇼핑 예산을 만들고 청구서를 내야 한다고 말한다.                                           
test_75,  헨리는 제인에게 수잔을 보려고 병원에 가는 중이라고 말한다. 제인은 #Person1# 에게 13번 버스를 타자고 제안한다.                             
test_76," #Person2# 는 #Person1# 에게 내년 판매 예측에 대해 이야기하고 싶어하지만, #Person2# 의 스프레드시트를 어떻게 설정하는지 이해하지 못합니다. 결국, 그들은 다음 주 화요일 오후 2시 30분에 만날 예정입니다.              "
test_77," #Person1# 은 처음으로 뉴욕에 가는데, #Person2# 는 #Person1# 에게 '뉴욕의 친구'라는 투어 가이드 서비스를 추천합니다.                                  "
test_78,"  잭슨 씨는 #Person1# 에게 상하이 지사에서 영업 부서에서 일하고 싶다고 말합니다. 그는 월급으로 2,000 위안을 받고, 성과에 따라 3개월 인상을 받게 됩니다.                       "
test_79, #Person1# 은 #Person2# 에게 계약서를 작성하고 서명을 위해 복사본을 만들라고 요청합니다.                                      
test_80," #Person2# 는 #Person1# 에게 나이아가라 폭포로 가는 길에 차량 사고가 났다고 말하고, #Person2# 의 친구가 심각하게 다쳤다고 말한다.                             "
test_81, #Person2# 는 #Person1# 에게 학교 클리닉으로 가는 방법을 알려줍니다.                                           
test_82, #Person2# 는 #Person1# 의 방이 너무 시끄럽다고 생각하여 #Person2# 에게 방을 바꾸도록 요청합니다.                                    
test_83, #Person1# 은 베이징 호텔로 가기 위해 #Person2# 에게 뒷좌석에 앉으라고 요청합니다. 그들은 오늘 저녁에 우 씨를 위한 연회에 참석할 예정입니다.                          
test_84, #Person1# 은 길을 잃었습니다. #Person2# 는 #Person1# 에게 리우로 가는 길을 알려줍니다.                                     
test_85, #Person2# 는 컴퓨터가 잘 작동하지 않는다. #Person1# 는 수리공에게 전화하라고 제안한다.                                       
test_86, #Person1# 은 #Person2# 에게 어머니 생일 선물로 금 목걸이를 추천합니다. #Person1# 는 그것이 너무 화려하다고 생각합니다.                                 
test_87,"  피셔 씨가 로스 씨에게 전화를 걸어 홍보실장의 설득으로 뉴질랜드에 지사를 곧 열 예정이라고 말한다. 로스 씨는 #Person1# 에게 발표의 시간과 날짜, 그리고 음료와 간식 뷔페에 대한 비용을 알려준다.           "
test_88," #Person2# 는 #Person1# 에게 러시아와 캐나다의 주요 차이점에 대해 이야기합니다. #Person2# 의 나라에서는 사람들이 빠르게 말하고, 차를 빨리 몰고, 좋은 거래도 금방 지나가버립니다. 캐나다 사람들은 본성상 빠르게 움직이는 것 같고, 공공장소는 여전히 매우 느리게 움직입니다. "
test_89, #Person1# 과 #Person2# 는 올해 휴가 어디로 갈지에 대해 이야기하고 있습니다.                                            
test_90, #Person1# 은 #Person2# 에게 소풍을 갈 때 가져갈 과일을 알려준다.                                         
test_91, #Person2# 는 #Person1# 에게 소형차 렌트 비용과 운전 면허증을 보여줍니다.                                       
test_92, #Person2# 는 #Person1# 에게 무표정을 유지하는 사람들이 #Person2# 의 앞에서 계속 미소를 짓는다고 말합니다.                                     
test_93, #Person1# 과 #Person2# 는 지난해 판매에 대해 이야기하고 있습니다. #Person1# 은 월리스가 회장이 된 이후 회사의 성과가 향상되었다고 생각합니다.                              
test_94, #Person2# 가 #Person1# 의 가방을 도난당했다. #Person2# 는 영수증을 받지 않고 번호가 없는 기사에게 전화하여 돈을 빌리려고 한다.                           
test_95,  린은 #Person1# 에게 베이징에서 음식을 대접할 때 팁을 어떻게 처리하는지 설명합니다.                                     
test_96,  빌은 룸메이트 브레인 로커에 대해 #Person1# 에게 이야기한다.                                             
test_97,  톰 윌슨이 #Person2# 에게 청구서를 지불하고 있다.                                                  
test_98,  수잔이 캐롤에게 전화를 걸어 샤워 중인데 중요한 일인지 물어보라고 요청한다.                                           
test_99, #Person2# 는 #Person1# 에게 커먼 헬스장에서 일하셨던 것 같다고 말한다. 그 후 그들은 이전에 만났던 사람들에 대해 이야기한다.                                 
test_100," #Person1# 과 #Person2# 는 트럼프가 다시 우리 대통령이 된다면 행복할 것이라고 생각하지만, #Person1# 은 그가 올바른 사람이라고 생각하지 않는다.                                     "
test_101," #Person1# 은 ATM을 사용해야 합니다. #Person2# 는 #Person1# 에게 카드를 기계에 넣고, 비밀번호를 입력하고, 원하는 옵션을 클릭하면 끝납니다.                             "
test_102,  수잔 밀러는 비서에게 복사본을 주고 싶어한다.                                                   
test_103,  릴리는 #Person1# 에게 이번 주말에 강가로 가서 둘러보고 저녁 식사를 할 것이라고 말한다.                                           
test_104," #Person2# 는 #Person1# 에게 중국 테이블에서 식사하는 것은 독특한 경험이라고 말합니다. 하지만 젓가락을 밥그릇에 꽂는 것은 매우 불길하다고 생각합니다. 왜냐하면 #Person2# 의 테이블 에티켓은 서양인들에게는 다소 어색하거나 무례하게 보일 수 있지만, 중국에서는 통상적인 것이기 때문입니다. "
test_105,"  메리는 프랭크에게 여가 시간에 많은 영화를 본다고 말한다. 그는 또한 무비 살롱에서 영화를 빌리며, 거의 모든 신작을 찾을 수 있다.                               "
test_106, #Person2# 는 #Person1# 에게 녹색당에 가입하는 것을 생각해 본 적이 없다고 말합니다. 왜냐하면 그들은 환경에 대해 걱정하고 있기 때문입니다.                                     
test_107, #Person1# 은 윌슨 씨에게 사과하고 샘플에 미치지 못하는 모든 상품을 교환하겠다고 약속했다.                                            
test_108, #Person1# 은 #Person2# 에게 강도를 보았는지 묻고 추가 질문을 위해 경찰서로 오라고 요청했습니다.                                           
test_109, #Person1# 은 배가 고프다. #Person2# 는 #Person1# 에게 저녁 식사를 하러 가자고 제안한다.                                          
test_110,  캐롤은 다이어트를 시작하고 식습관을 바꾸려고 한다. #Person1# 은 그녀를 격려한다.                                            
test_111,  카렌 후앙은 비교문학 287 수업에 등록하려고 했지만 컴퓨터에서 안 돼서 #Person2# 에게 전화로 등록해야 합니다. #Person1# 은 그에게 터치톤 등록 시스템을 통해 등록할 수 있다고 알려줍니다.                   
test_112, #Person2# 는 우산을 깜빡하고 #Person1# 에게 전화를 걸어 가든 호텔로 가자고 제안합니다.                                          
test_113,  데이지가 잭에게 그의 새 차를 태워달라고 요청한다.                                                  
test_114, #Person2# 는 #Person1# 에게 큰 불이 밤에 일어났다고 말합니다.                                                  
test_115, #Person2# 는 남편이 지금 계산하겠다고 해서 #Person1# 에게 계산대로 안내해 달라고 요청했습니다.                                             
test_116, #Person2# 는 #Person1# 에게 일반 세차 패키지를 소개합니다.                                                  
test_117,  해리는 #Person1# 에게 올해 휴가를 어디에서 보낼지에 대해 이야기합니다. #Person2# 는 여행을 가기 전에 이런 것들을 해결해야 한다고 생각합니다.                                  
test_118,  존슨은 #Person1# 에게 기계를 어떻게 사용하는지 알려주고 트레이닝 카드를 발급해달라고 요청합니다. #Person2# 는 카드를 이용하면 각 기계에서 얼마나 많은 무게를 사용했는지 기록할 수 있다고 말합니다.                       
test_119, #Person2# 는 #Person1# 에게 회사가 문을 닫아서 일자리를 잃었기 때문에 집세를 내기 위해 필요한 일이라면 무엇이든 할 생각이라고 말한다.                                   
test_120, #Person1# 은 #Person2# 에게 강아지들에게 밥을 주고 목욕을 시킵니다.                                               
test_121,"  에이든은 집주인에게 200달러를 빚지고 있다. #Person1# 은 그에게 월요일에 돈을 빌리려고 하지만 돈이 부족하다고 말한다. 결국, 그들은 저녁 식사를 하기로 결정한다.                          "
test_122, #Person2# 는 #Person1# 에게 자선 단체에서 일한 경험과 사회 활동이 #Person2# 의 사고 방식에 영향을 미쳤다고 말합니다.                                    
test_123, #Person2# 는 #Person1# 에게 언제 결정을 내릴지 알려줍니다.                                                  
test_124," #Person1# 은 #Person2# 에게 무탄과 베이징 오리구이, 그리고 전형적인 중국 요리를 주문하는 것을 제안합니다.                                        "
test_125,  댄이 안젤라에게 전화를 걸어 그녀의 친구가 다음 주에 결혼하는 것을 알려주려고 했지만 그녀의 친구의 전화가 꺼져 있었다고 말한다. 댄은 메건을 데리러 갈 것이다.                        
test_126, #Person1# 은 #Person2# 에게 디저트 시간 동안 이탈리아 티라미수와 바나나 튀김을 가져오라고 요청합니다. #Person1# 는 그것이 맛있다고 생각합니다.                            
test_127,"  스미스 씨는 #Person1# 에게 예일 대학교를 다녔고, 경제학 학사 학위를 가지고 있다고 말했다.                                          "
test_128, #Person1# 은 조카를 위해 바비 인형을 사고 싶어합니다. #Person2# 는 #Person1# 의 가게의 베스트셀러인 디지털 바비를 추천합니다.                                 
test_129, #Person1# 은 #Person2# 의 도움으로 조던 스포츠 신발을 구매합니다.                                               
test_130, #Person2# 는 과학 박물관에 가고 싶어합니다. #Person1# 은 #Person2# 에게 티켓 기계를 어떻게 사용해야 하는지 알려줍니다.                                    
test_131,"  사이먼은 은퇴 후의 생활에 대해 #Person1# 에게 이야기한다. #Person2# 는 단계적 은퇴 프로그램에 참여하고 있으며, 이는 임시 직원을 고용하는 대신, 은퇴한 직원들이 접근할 수 있는 웹사이트에 채용 공고를 올리고, 행정 업무와 더 전문적인 일을 할 수 있다.        "
test_132,"  로키는 #Person1# 에게 그녀가 지적인 타입이 아니라고 말한다. #Person2# 는 집에 있어서 요리하고 청소하고 아이들을 돌보는 여자를 선호한다고 말하고, 그녀는 외향적이고, 사람들의 차이를 비판하지 않는 여자를 좋아하며, 사람들이 자기 중심적이라고 생각하는 여자에 대한 그의 견해를 바꾸지 않는다. "
test_133, #Person1# 과 #Person2# 는 어제 밤에 심한 폭풍에 대해 이야기하고 있습니다. 그들은 날씨가 끔찍하다고 생각하지만 봄이 왔으면 좋겠다고 생각합니다.                                
test_134, #Person1# 은 #Person2# 에게 TV를 보는 것이 지루하다고 말한다. #Person1# 는 TV가 더 많은 것들을 배울 수 있는 다양한 활동들이 있다고 생각한다.                              
test_135,"  벤은 #Person1# 에게 내일 수업 준비에 대해 이야기한다. 그는 아침 독서 시간에 20분이 필요하고, 점심 시간이 거의 12시라고 말한다.                                 "
test_136,  애덤이 #Person1# 에게 무릎 상태가 많이 나아졌다고 말한다. 그녀는 미시간에 대한 소식이나 토요일 경기에서 그가 기대할 수 있는 것에 대해 알고 싶어한다. 그들은 내일 전체 훈련에 참여할 예정이다.                      
test_137, #Person1# 은 프린터가 고장나서 #Person2# 에게 복사본을 출력해달라고 요청합니다.                                         
test_138, #Person1# 은 커튼을 걸고 싶어한다. #Person2# 는 도와줄 것이다.                                               
test_139, #Person1# 은 잭의 일정을 확인하기 위해 전화를 합니다.                                                   
test_140, #Person2# 는 #Person1# 에게 #Person2# 가 화를 낸 것이 잘못이라고 말한다. 그 후 그들은 아기가 임신했다는 것을 알게 된다.                                   
test_141, #Person2# 는 #Person1# 에게 #Person2# 의 딸이 청소년이 되는 과정의 일부에 불과하다고 말한다.                                        
test_142, #Person2# 는 #Person1# 에게 직장을 잃으면 생계를 유지하지 못하게 될 것이라고 말한다. #Person2# 의 상사는 부정직한 사람이고 모든 것이 그의 잘못이라고 주장할 것이다. #Person3# 는 모든 것을 가질 수는 없지만 최소한 생활하는 데에 돈을 투자하고 싶어한다.        
test_143, #Person1# 과 #Person2# 는 #Person1# 의 친구가 영국에서 왔다는 사실에 행복해한다. 그들은 그의 강연 주제에 대해 논의한다.                                    
test_144," #Person1# 은 #Person2# 에게 존의 집에 가자고 제안하지만, 존은 몸이 아파서 거절한다.                                        "
test_145,  파버 씨는 요크 호텔에 3박 동안 방을 예약하고 싶어합니다. #Person1# 은 더블 룸 하나를 추천합니다.                                     
test_146," #Person1# 은 #Person2# 에게 웨스트 더비, 저렴한 단칸방, 연립 주택, 그리고 존 고드프리의 사무실을 둘러보라고 요청합니다. #Person1# 는 토요일에 존을 만나러 갈 것입니다.                  "
test_147, #Person1# 은 #Person2# 에게 경찰에게 돈을 주려고 제안했을 때 경찰이 과속하지 않았다면 이런 일이 일어나지 않았을 것이라고 말한다.                                 
test_148," #Person1# 은 댄에게 전화를 걸어 공장 인력이 부족하다고 말하려고 했지만, 댄은 2일이나 지연되었습니다. 댄이 스티브에게 전화해서 그의 번호를 요청할 것입니다.                           "
test_149, #Person1# 은 #Person2# 에게 워싱턴 포스트 복사본을 보여줍니다.                                               
test_150, #Person2# 는 바이러스에 감염되어 이메일을 보낼 수 없다. #Person1# 은 #Person2# 에게 이메일 용량을 초과했다고 알려준다.                                  
test_151, #Person2# 는 #Person1# 에게 멋진 주말을 보냈다고 말합니다.                                                
test_152, #Person2# 는 햄버거나 중국 음식을 먹고 싶어합니다. #Person1# 는 판다 익스프레스에서 음식을 사올 것입니다.                                     
test_153,  톰은 한스 가구점의 메리에게 판매 직원 자리를 다른 사람에게 제공하기로 결정했다.                                           
test_154, #Person2# 는 #Person1# 에게 열 번째 번호로 전화하라고 말한다.                                               
test_155," #Person2# 는 #Person1# 에게 음악 선생님이 되고 싶다고 말합니다. #Person2# 의 전공은 음악과 예술 분야의 학사와 석사 학위를 가지고 있습니다. #Person3# 는 활기찬 음악을 좋아하며, 클래식 음악을 듣는 것이 두뇌에 좋다고 생각하며, 학생들이 스트레스를 줄이는 데 도움이 된다고 생각합니다.    "
test_156," #Person2# 는 #Person1# 에게 오늘 집 아래에 사는 여자를 만났다고 말합니다. #Person2# 의 이웃 중 한 명이 그녀에게 반한 것 같다고 생각하지만, #Person3# 는 다른 두 명의 미국 남자도 그녀에 반했다고 생각합니다. 그들은 언젠가 그녀를 저녁 식사에 초대할 계획입니다.     "
test_157, #Person1# 과 미렐라는 #Person1# 에게 그녀가 서부 해안의 일하는 방식에 영향을 받아 출근하고 있다고 말한다. 그들은 캘리포니아의 업무 분위기가 더 편안하게 느껴지는 옷차림이라고 생각한다.                      
test_158, #Person1# 은 자신만의 법률 사무소를 세우려고 합니다. #Person2# 는 #Person1# 에게 도와달라고 요청합니다.                                         
test_159,  케이트는 피터에게 어젯밤에 온라인에 있었다고 말한다.                                              
test_160, #Person1# 과 #Person2# 는 배와 보트가 예전처럼 교통수단으로 중요하지 않다고 생각합니다.                                 
test_161,  패니는 앤디에게 어젯밤에 미친 악몽을 꿨다고 말한다. 앤디는 #Person1# 에게 그녀가 미시간 대학교에 들어가는 것에 대해 걱정하고 있다고 말했다.                
test_162," #Person1# 과 #Person2# 는 밴드에 대해 이야기하고 있다. #Person1# 은 힙합을 좋아하는 것을 알고 있고, #Person3# 는 바닐라 아이스 노래를 연주할 것이다.                     "
test_163, #Person1# 은 뉴올리언스 여행을 즐기고 있습니다. #Person2# 는 #Person1# 에게 저녁에 강변 보트 투어를 제안합니다.                        
test_164, #Person1# 은 #Person2# 의 사이즈를 칭찬하고 신용카드를 사용하라고 제안한다.                                     
test_165, #Person1# 은 #Person2# 에게 포스터 씨가 훈련 매뉴얼을 내일 오후에 그의 사무실에 두도록 요청했다고 말합니다.                            
test_166,  데이비드는 #Person1# 에게 이번주 금요일에 롱아일랜드에서 출발하여 솔트레이크시티까지 4일 동안 운전을 해서 가는 여행 계획을 알려줍니다.                  
test_167, #Person2# 는 #Person1# 에게 파멜라를 돌봐달라고 요청한다. #Person2# 의 회사가 파산하자마자 #Person3# 가 #PhoneNumber# 의 친구였던 켈리에게 회사를 떠났기 때문이다. 그들은 좋은 비행이 되길 바란다.        
test_168, #Person2# 는 #Person1# 에게 77번 버스를 이용하라고 요청합니다.                                      
